geoid,county,county_raw_x,incidence_rate_raw,average_annual_cases_raw,incidence_lower_ci_raw,incidence_upper_ci_raw,incidence_rate,average_annual_cases,incidence_lower_ci,incidence_upper_ci,incidence_suppressed,cancer_site,stage,period,sex,county_raw_y,mortality_rate_raw,average_annual_deaths_raw,mortality_lower_ci_raw,mortality_upper_ci_raw,mortality_rate,average_annual_deaths,mortality_lower_ci,mortality_upper_ci,mortality_suppressed,fips,population_2020,rucc_2023,rucc_description,metro_status,rurality_3_level,rurality_ordinal,uninsured_percent,uninsured_lower_ci,uninsured_upper_ci,high_blood_pressure_percent,high_blood_pressure_lower_ci,high_blood_pressure_upper_ci,annual_checkup_percent,annual_checkup_lower_ci,annual_checkup_upper_ci,smoking_percent,smoking_lower_ci,smoking_upper_ci,depression_percent,depression_lower_ci,depression_upper_ci,diabetes_percent,diabetes_lower_ci,diabetes_upper_ci,food_insecurity_percent,food_insecurity_lower_ci,food_insecurity_upper_ci,transportation_barriers_percent,transportation_barriers_lower_ci,transportation_barriers_upper_ci,physical_inactivity_percent,physical_inactivity_lower_ci,physical_inactivity_upper_ci,mammography_percent,mammography_lower_ci,mammography_upper_ci,frequent_mental_distress_percent,frequent_mental_distress_lower_ci,frequent_mental_distress_upper_ci,obesity_percent,obesity_lower_ci,obesity_upper_ci,incidence_reportable,mortality_reportable,both_rates_reportable,neither_rate_reportable,surveillance_availability,incidence_difference_from_ohio,mortality_difference_from_ohio,incidence_vs_ohio,mortality_vs_ohio,population_group
39107,Mercer,Mercer County(2),*,3 or fewer,*,*,,3,,,TRUE,Ovary,All stages,2018–2022,Female,Mercer County,*,3 or fewer,*,*,,3,,,TRUE,39107,42528,7,"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area",Nonmetropolitan,Nonmetropolitan nonadjacent,3,8.4,7.5,9.4,31.5,28.3,36.3,75.1,71.4,78.7,19.6,17.5,21.9,25.8,22.4,29.6,10.9,9.5,12.4,11.7,10.4,13.1,8.1,7.3,8.9,25.2,21.7,29,77.3,70.8,83.2,20.1,18.3,22,37.8,31.9,44.1,FALSE,FALSE,FALSE,TRUE,Neither reportable,,,Suppressed or unavailable,Suppressed or unavailable,"Less than 50,000"
39129,Pickaway,Pickaway County(2),*,3 or fewer,*,*,,3,,,TRUE,Ovary,All stages,2018–2022,Female,Pickaway County,*,3 or fewer,*,*,,3,,,TRUE,39129,58539,1,Metro - Counties in metro areas of 1 million population or more,Metropolitan,Metropolitan,1,11,9.8,12.3,33,29.1,37.1,76.3,72.5,80,19.6,17.3,21.9,27.8,24.1,31.8,11.2,9.8,12.8,15,13.4,16.8,9.8,8.9,10.8,25.8,22,30,70,61.7,77.5,20.1,18.3,22.1,42.9,35.9,50.2,FALSE,FALSE,FALSE,TRUE,Neither reportable,,,Suppressed or unavailable,Suppressed or unavailable,"50,000–99,999"
39121,Noble,Noble County(2),*,3 or fewer,*,*,,3,,,TRUE,Ovary,All stages,2018–2022,Female,Noble County,*,3 or fewer,*,*,,3,,,TRUE,39121,14115,9,"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area",Nonmetropolitan,Nonmetropolitan nonadjacent,3,8.2,7.3,9.2,34.2,30.2,38.3,75.2,71.3,79,25.4,22.8,28.3,27.7,23.9,31.8,12.7,11.1,14.5,15.3,13.6,17.1,10,9,11,30.5,26.1,35.2,72.9,65.1,80.1,22.4,20.5,24.4,44.8,37.5,52.7,FALSE,FALSE,FALSE,TRUE,Neither reportable,,,Suppressed or unavailable,Suppressed or unavailable,"Less than 50,000"
39057,Greene,Greene County(2),8.8,9,6.3,11.9,8.8,9,6.3,11.9,FALSE,Ovary,All stages,2018–2022,Female,Greene County,6.5,8,4.6,9.1,6.5,8,4.6,9.1,FALSE,39057,167966,2,"Metro - Counties in metro areas of 250,000 to 1 million population",Metropolitan,Metropolitan,1,6.1,5.4,6.9,30.2,26.8,33.9,78.7,75.4,82,15.2,13.4,17.2,26.6,23.3,30.3,10.7,9.4,12.2,9.5,8.5,10.7,6.8,6.1,7.5,22,19,25.5,76.7,70.2,82.8,18.7,16.9,20.6,39.2,34,45.1,TRUE,TRUE,TRUE,FALSE,Both incidence and mortality reportable,-1,0.7000000000000002,Below Ohio point estimate,Above Ohio point estimate,"100,000–249,999"
39127,Perry,Perry County(2),*,3 or fewer,*,*,,3,,,TRUE,Ovary,All stages,2018–2022,Female,Perry County,*,3 or fewer,*,*,,3,,,TRUE,39127,35408,1,Metro - Counties in metro areas of 1 million population or more,Metropolitan,Metropolitan,1,6.4,5.6,7.2,34.4,30.6,38.4,76.1,72.1,79.7,23.7,21,26.4,27.5,23.8,31.4,12,10.4,13.6,15,13.3,16.9,9.5,8.6,10.5,30.4,26.2,34.8,72.5,64.1,79.6,22.1,20,24.1,42.9,36.2,49.7,FALSE,FALSE,FALSE,TRUE,Neither reportable,,,Suppressed or unavailable,Suppressed or unavailable,"Less than 50,000"
39017,Butler,Butler County(2),10.2,24,8.3,12.3,10.2,24,8.3,12.3,FALSE,Ovary,All stages,2018–2022,Female,Butler County,5.9,15,4.6,7.4,5.9,15,4.6,7.4,FALSE,39017,390357,1,Metro - Counties in metro areas of 1 million population or more,Metropolitan,Metropolitan,1,10.3,9.2,11.5,32.4,29,36,75.3,71.9,78.5,19.1,17.1,21.3,27.4,24.3,30.8,11.6,10.2,13,13.5,12,15,8.7,7.9,9.5,24.9,21.8,28.3,78.5,72.3,84,20.1,18.4,21.9,36.5,31.5,41.7,TRUE,TRUE,TRUE,FALSE,Both incidence and mortality reportable,0.3999999999999986,0.10000000000000053,Above Ohio point estimate,Above Ohio point estimate,"250,000 or more"
39033,Crawford,Crawford County(2),*,3 or fewer,*,*,,3,,,TRUE,Ovary,All stages,2018–2022,Female,Crawford County,*,3 or fewer,*,*,,3,,,TRUE,39033,42025,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Nonmetropolitan,Nonmetropolitan adjacent to metro,2,9,8.1,10.1,33.4,29.6,37.3,75.4,71.4,79.1,23.6,20.9,26.3,28,24.2,32.1,12.4,10.7,14.1,14.1,12.5,15.8,9.1,8.2,10.1,29.3,25.1,33.9,65.8,56.8,73.7,22.4,20.4,24.6,44,37.1,51.3,FALSE,FALSE,FALSE,TRUE,Neither reportable,,,Suppressed or unavailable,Suppressed or unavailable,"Less than 50,000"
39141,Ross,Ross County(2),11.4,5,7.2,17.3,11.4,5,7.2,17.3,FALSE,Ovary,All stages,2018–2022,Female,Ross County,*,3 or fewer,*,*,,3,,,TRUE,39141,77093,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Nonmetropolitan,Nonmetropolitan adjacent to metro,2,10.9,9.7,12.3,33.8,30.4,37.3,76.9,73.7,80,23.4,21.1,25.9,28.7,25.6,32.1,13,11.5,14.7,17.4,15.6,19.1,11,10,12,29,25.7,32.7,70.5,63.6,77,22.3,20.4,24.3,42.2,37.4,47.4,TRUE,FALSE,FALSE,FALSE,Incidence only reportable,1.5999999999999996,,Above Ohio point estimate,Suppressed or unavailable,"50,000–99,999"
39137,Putnam,Putnam County(2),*,3 or fewer,*,*,,3,,,TRUE,Ovary,All stages,2018–2022,Female,Putnam County,*,3 or fewer,*,*,,3,,,TRUE,39137,34451,6,"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area",Nonmetropolitan,Nonmetropolitan adjacent to metro,2,9.3,8.2,10.4,31.4,27.9,35,76.1,72.5,79.7,16,14.2,18.1,25.2,22,28.9,10.1,8.9,11.6,10.3,9.1,11.6,6.9,6.2,7.6,21.7,18.7,25.3,81.5,75.7,86.7,18.8,17.2,20.7,40,34.2,46.7,FALSE,FALSE,FALSE,TRUE,Neither reportable,,,Suppressed or unavailable,Suppressed or unavailable,"Less than 50,000"
39009,Athens,Athens County(2),11.1,4,6.3,18.1,11.1,4,6.3,18.1,FALSE,Ovary,All stages,2018–2022,Female,Athens County,*,3 or fewer,*,*,,3,,,TRUE,39009,62431,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Nonmetropolitan,Nonmetropolitan adjacent to metro,2,7.6,6.7,8.5,34.8,31.3,38.1,77.2,74,80.3,17.7,15.8,19.8,28.6,25.4,32,11.7,10.4,13.2,12.9,11.5,14.4,8.5,7.7,9.3,23.6,20.7,26.7,73.7,67,79.6,19.5,17.8,21.3,38.3,33.5,43.3,TRUE,FALSE,FALSE,FALSE,Incidence only reportable,1.299999999999999,,Above Ohio point estimate,Suppressed or unavailable,"50,000–99,999"
39113,Montgomery,Montgomery County(2),9.3,32,7.9,11,9.3,32,7.9,11,FALSE,Ovary,All stages,2018–2022,Female,Montgomery County,5.3,21,4.3,6.4,5.3,21,4.3,6.4,FALSE,39113,537309,2,"Metro - Counties in metro areas of 250,000 to 1 million population",Metropolitan,Metropolitan,1,8.4,7.7,9.2,34,30.9,36.9,78,75.9,80.1,19.9,18.5,21.5,27.9,25.8,30.1,12.4,11.4,13.4,13.9,12.5,15.4,9.1,8.2,9.9,29.4,27.2,31.7,76.5,72.5,80.2,20.9,19.7,22.3,41.5,38.5,44.6,TRUE,TRUE,TRUE,FALSE,Both incidence and mortality reportable,-0.5,-0.5,Below Ohio point estimate,Below Ohio point estimate,"250,000 or more"
39145,Scioto,Scioto County(2),13.5,6,9,19.5,13.5,6,9,19.5,FALSE,Ovary,All stages,2018–2022,Female,Scioto County,*,3 or fewer,*,*,,3,,,TRUE,39145,74008,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Nonmetropolitan,Nonmetropolitan adjacent to metro,2,10.1,9,11.3,39,35.6,42.3,76.3,72.8,79.5,23.6,21.1,26.2,28.4,25,31.9,12.9,11.4,14.5,18,16.2,20,11.3,10.3,12.5,30.6,26.8,34.3,69,61.5,75.9,23.2,21.2,25.2,43.7,38.3,49.1,TRUE,FALSE,FALSE,FALSE,Incidence only reportable,3.6999999999999993,,Above Ohio point estimate,Suppressed or unavailable,"50,000–99,999"
39051,Fulton,Fulton County(2),12.9,3,7.3,21.4,12.9,3,7.3,21.4,FALSE,Ovary,All stages,2018–2022,Female,Fulton County,*,3 or fewer,*,*,,3,,,TRUE,39051,42713,2,"Metro - Counties in metro areas of 250,000 to 1 million population",Metropolitan,Metropolitan,1,8,7.1,9.1,31,27.3,34.9,75.5,71.2,79.5,21.2,18.7,23.9,27.2,23.2,31.5,11.5,9.9,13.1,9.8,8.7,10.9,6.9,6.3,7.6,29.1,24.6,33.8,74.3,65.8,81.4,20.6,18.6,22.7,42.4,34.8,50.3,TRUE,FALSE,FALSE,FALSE,Incidence only reportable,3.0999999999999996,,Above Ohio point estimate,Suppressed or unavailable,"Less than 50,000"
39157,Tuscarawas,Tuscarawas County(2),8.9,5,5.7,13.4,8.9,5,5.7,13.4,FALSE,Ovary,All stages,2018–2022,Female,Tuscarawas County,6.6,4,4,10.4,6.6,4,4,10.4,FALSE,39157,93263,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Nonmetropolitan,Nonmetropolitan adjacent to metro,2,8.4,7.5,9.4,33.4,29.8,37.1,76.7,73.1,79.9,23.2,20.8,25.6,25.9,22.6,29.4,12,10.6,13.5,13.9,12.3,15.5,8.8,7.9,9.7,30,26.4,33.7,73.5,66.7,79.8,20.6,18.7,22.5,43.7,38.3,49,TRUE,TRUE,TRUE,FALSE,Both incidence and mortality reportable,-0.9000000000000004,0.7999999999999998,Below Ohio point estimate,Above Ohio point estimate,"50,000–99,999"
39125,Paulding,Paulding County(2),*,3 or fewer,*,*,,3,,,TRUE,Ovary,All stages,2018–2022,Female,Paulding County,*,3 or fewer,*,*,,3,,,TRUE,39125,18806,8,"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area",Nonmetropolitan,Nonmetropolitan adjacent to metro,2,7.5,6.7,8.4,32.3,28.8,35.9,75.3,71.1,79.1,22.5,19.9,25.2,27.7,23.8,31.7,11.8,10.2,13.5,12.9,11.6,14.3,8.5,7.7,9.2,29.3,24.9,33.9,74.9,66.9,81.8,22,19.9,24,39.4,31.9,47.5,FALSE,FALSE,FALSE,TRUE,Neither reportable,,,Suppressed or unavailable,Suppressed or unavailable,"Less than 50,000"
39079,Jackson,Jackson County(2),*,3 or fewer,*,*,,3,,,TRUE,Ovary,All stages,2018–2022,Female,Jackson County,*,3 or fewer,*,*,,3,,,TRUE,39079,32653,7,"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area",Nonmetropolitan,Nonmetropolitan nonadjacent,3,7.9,6.9,8.9,34.8,31.2,38.5,76.9,73.2,80.4,21.9,19.6,24.3,28.3,24.6,32.3,12.4,10.9,14.1,15.2,13.6,17,10.1,9.2,11.1,30.2,26.4,34.3,70.4,62.1,77.5,21.1,19.1,23.1,43.7,37.4,50.4,FALSE,FALSE,FALSE,TRUE,Neither reportable,,,Suppressed or unavailable,Suppressed or unavailable,"Less than 50,000"
39169,Wayne,Wayne County(2),8.7,7,5.9,12.5,8.7,7,5.9,12.5,FALSE,Ovary,All stages,2018–2022,Female,Wayne County,6.9,6,4.5,10.2,6.9,6,4.5,10.2,FALSE,39169,116894,4,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Nonmetropolitan,Nonmetropolitan adjacent to metro,2,8.8,7.8,9.8,32.4,28.4,36.2,74.9,70.9,78.5,19,16.9,21.2,26.7,23.1,30.5,10.6,9.2,12.1,11.8,10.5,13.2,7.8,7.1,8.6,24,20.5,27.8,72.4,64.6,79.2,20.1,18.2,21.9,40.1,33.9,46.7,TRUE,TRUE,TRUE,FALSE,Both incidence and mortality reportable,-1.1000000000000014,1.1000000000000005,Below Ohio point estimate,Above Ohio point estimate,"100,000–249,999"
39133,Portage,Portage County(2),7.6,8,5.3,10.6,7.6,8,5.3,10.6,FALSE,Ovary,All stages,2018–2022,Female,Portage County,7.1,8,5,9.8,7.1,8,5,9.8,FALSE,39133,161791,2,"Metro - Counties in metro areas of 250,000 to 1 million population",Metropolitan,Metropolitan,1,6.8,6,7.6,31.8,28.3,35.6,75.7,72.2,79,17.5,15.6,19.5,26.4,23.2,30,10.6,9.4,12.1,11.8,10.4,13.3,8.1,7.3,8.9,23.2,20,26.7,72.9,65.5,79.5,19.2,17.5,21,38.5,33.2,44.1,TRUE,TRUE,TRUE,FALSE,Both incidence and mortality reportable,-2.200000000000001,1.2999999999999998,Below Ohio point estimate,Above Ohio point estimate,"100,000–249,999"
